id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
849,Tampflex,Thai,Expensive,Maple Wood,1:41 PM,4,true
850,Veribet,Chinese,Medium,Bunker Hill,3:29 PM,4,true
851,Trippledex,Korean,Cheep,Union,5:33 PM,2,false
852,Bitchip,Mediterranean,Expensive,Chive,7:22 PM,5,true
853,Fixflex,Mexican,Cheep,Bartelt,3:21 AM,1,true
854,Rank,Korean,Cheep,Beilfuss,10:24 PM,5,true
855,Trippledex,French,Expensive,Dayton,10:30 AM,4,false
856,Zathin,Indian,Expensive,Bultman,1:27 AM,2,true
857,Subin,Korean,Expensive,Talmadge,5:50 PM,5,false
858,It,Mediterranean,Expensive,Saint Paul,7:03 PM,3,false
859,Opela,Indian,Cheep,Maple Wood,1:20 AM,2,true
860,Gembucket,Thai,Expensive,Daystar,1:43 PM,5,false
861,Vagram,Thai,Expensive,Rockefeller,4:57 AM,1,true
862,Cookley,Vegan,Expensive,Nevada,12:00 AM,5,false
863,Tin,Chinese,Expensive,Susan,10:51 AM,2,true
864,Keylex,French,Medium,Vidon,11:43 PM,4,true
865,Bitwolf,Chinese,Expensive,Hanson,6:50 PM,5,false
866,Bytecard,Mexican,Medium,Manufacturers,2:02 AM,5,true
867,Greenlam,Indian,Expensive,Sloan,9:07 AM,3,false
868,Andalax,Japanese,Expensive,Elka,10:35 PM,3,true
869,Ventosanzap,Chinese,Medium,Del Sol,8:30 PM,4,false
870,Namfix,Chinese,Medium,Brown,3:00 PM,3,false
871,Bamity,Vegan,Cheep,Nova,1:34 PM,5,true
872,Domainer,French,Expensive,Debs,5:51 PM,4,true
873,Bitchip,Mexican,Expensive,Lindbergh,12:25 PM,3,false
874,Aerified,Chinese,Cheep,Old Shore,11:13 PM,3,true
875,Ventosanzap,French,Expensive,Summit,9:52 AM,4,false
876,Alphazap,Indian,Cheep,Golf,1:25 AM,3,true
877,Zamit,Korean,Medium,Sauthoff,9:20 AM,5,true
878,Fintone,Italian,Expensive,Carberry,11:18 PM,4,false
879,Fintone,Japanese,Medium,Carey,5:57 AM,2,true
880,Stronghold,American,Expensive,7th,1:41 AM,4,false
881,Sonsing,Italian,Medium,Dorton,2:35 AM,2,false
882,Duobam,Italian,Expensive,International,9:08 AM,1,false
883,Overhold,Japanese,Cheep,Spenser,8:38 PM,3,true
884,Asoka,French,Cheep,Bartelt,9:40 AM,5,true
885,Solarbreeze,Vegan,Cheep,Leroy,11:32 AM,5,true
886,Cardguard,French,Expensive,Mayer,4:29 AM,1,false
887,Cookley,Indian,Medium,Center,9:32 AM,3,false
888,Fixflex,French,Expensive,Vidon,9:17 PM,5,true
889,Bigtax,Korean,Medium,Green,7:19 PM,2,false
890,Zathin,Japanese,Medium,Montana,10:26 AM,3,false
891,Flowdesk,Thai,Medium,Ridgeway,11:42 AM,3,true
892,Bytecard,Vegan,Expensive,Pawling,3:10 PM,3,true
893,Tres-Zap,Japanese,Expensive,Twin Pines,1:14 AM,5,false
894,Transcof,Vegan,Expensive,Mcbride,2:12 PM,3,false
895,Ronstring,French,Medium,Norway Maple,3:59 PM,2,false
896,Regrant,Chinese,Cheep,Almo,12:49 AM,3,false
897,Sub-Ex,Japanese,Expensive,Butternut,7:01 PM,1,false
898,Duobam,Mediterranean,Expensive,Lukken,2:42 PM,1,true
899,Greenlam,Mediterranean,Medium,Prairie Rose,1:30 AM,3,true
900,Zaam-Dox,Mexican,Medium,Columbus,11:11 AM,3,false
901,Alpha,Chinese,Cheep,Burrows,7:12 AM,2,false
902,Tin,Chinese,Expensive,Anhalt,3:05 AM,4,true
903,Voyatouch,French,Cheep,Sheridan,10:30 AM,5,false
904,Mat Lam Tam,Mediterranean,Cheep,Namekagon,8:45 PM,5,false
905,Alpha,Japanese,Cheep,Cascade,5:25 AM,2,true
906,Solarbreeze,Chinese,Cheep,Claremont,3:31 PM,4,false
907,Alpha,Thai,Expensive,Hallows,12:58 PM,4,false
908,Duobam,Chinese,Cheep,Maywood,7:56 AM,1,true
909,Asoka,Vegan,Medium,Sutherland,1:51 PM,5,false
910,Sonsing,Thai,Medium,Village,9:13 AM,2,true
911,Bigtax,Mediterranean,Medium,American,9:20 AM,1,true
912,Bigtax,Korean,Cheep,Marquette,3:31 AM,3,true
913,Cardguard,Chinese,Cheep,Sage,9:13 AM,5,true
914,Matsoft,Italian,Medium,Oriole,11:27 PM,4,true
915,Bitchip,Thai,Expensive,Dovetail,1:02 AM,3,false
916,Tin,Mediterranean,Medium,Spaight,5:01 AM,5,false
917,It,Mediterranean,Expensive,Coleman,5:57 PM,3,false
918,Pannier,Chinese,Medium,Bobwhite,1:16 AM,1,true
919,Y-Solowarm,Korean,Cheep,Roxbury,7:25 PM,5,false
920,Subin,Mediterranean,Cheep,Lindbergh,9:56 AM,5,true
921,Prodder,Indian,Expensive,Washington,7:24 PM,3,true
922,Sonsing,Korean,Cheep,Everett,2:49 PM,5,false
923,Voyatouch,Mediterranean,Expensive,Cardinal,7:54 PM,2,true
924,Wrapsafe,Indian,Expensive,Elgar,4:12 AM,5,false
925,Stim,Korean,Cheep,Butterfield,1:35 AM,2,false
926,Zontrax,Japanese,Cheep,Hoffman,4:25 AM,2,true
927,Redhold,Thai,Cheep,Grayhawk,6:07 AM,2,true
928,Bytecard,Korean,Expensive,Mitchell,11:13 AM,5,false
929,Domainer,French,Expensive,Westport,5:45 PM,5,false
930,Cookley,Japanese,Cheep,Karstens,3:23 AM,1,false
931,Daltfresh,Korean,Cheep,Hooker,11:39 PM,2,true
932,Voyatouch,French,Expensive,American,8:47 PM,3,true
933,Flowdesk,Mediterranean,Medium,Canary,3:22 AM,1,true
934,Keylex,French,Medium,Birchwood,5:47 AM,2,false
935,Asoka,Mexican,Cheep,Logan,5:46 AM,2,true
936,Cookley,Indian,Expensive,Tomscot,12:36 PM,5,false
937,Domainer,French,Expensive,Arapahoe,4:28 PM,5,true
938,Konklux,Japanese,Medium,Cascade,8:06 AM,1,true
939,Bitwolf,Mediterranean,Expensive,Manley,2:10 PM,2,true
940,Solarbreeze,Vegan,Medium,Warner,8:01 PM,4,true
941,Asoka,Indian,Expensive,8th,6:39 PM,5,false
942,Cookley,Thai,Expensive,Lunder,12:31 PM,1,true
943,Sonsing,Mediterranean,Medium,Shasta,7:23 AM,2,true
944,Flowdesk,Chinese,Medium,Gina,6:12 PM,1,true
945,Job,Chinese,Medium,Loomis,12:36 AM,1,false
946,Aerified,Mediterranean,Expensive,Sutherland,11:36 PM,3,true
947,Flowdesk,Mediterranean,Cheep,Center,3:51 PM,1,true
948,Namfix,Korean,Expensive,Springview,9:33 AM,1,true
949,Biodex,Korean,Cheep,Eastwood,6:32 AM,5,false
950,Duobam,Indian,Medium,Springview,7:07 PM,4,false
951,Sonsing,Indian,Cheep,Evergreen,4:13 PM,1,true
952,Regrant,Indian,Expensive,Mccormick,4:41 AM,4,true
953,Quo Lux,Chinese,Expensive,Raven,10:20 AM,3,true
954,Flowdesk,Vegan,Cheep,Rockefeller,11:56 AM,2,true
955,Alphazap,American,Cheep,Elmside,6:16 PM,3,true
956,Alphazap,Korean,Medium,La Follette,6:13 PM,3,false
957,Stim,Japanese,Cheep,Esch,3:41 PM,5,false
958,Cardify,Thai,Expensive,Shasta,8:36 PM,4,false
959,Keylex,Thai,Expensive,Roxbury,9:41 PM,4,true
960,Cardguard,Mexican,Medium,Washington,6:29 AM,1,true
961,Bytecard,Chinese,Cheep,Heffernan,6:25 PM,4,true
962,Bytecard,Mexican,Medium,Dwight,3:08 PM,3,false
963,Stim,Vegan,Expensive,Towne,1:58 PM,5,true
964,Greenlam,Mexican,Cheep,7th,10:17 AM,2,true
965,Redhold,Mexican,Cheep,Service,1:55 AM,1,false
966,Zaam-Dox,French,Cheep,Schiller,11:01 AM,3,true
967,Toughjoyfax,Korean,Cheep,Little Fleur,3:16 AM,3,true
968,Alpha,Mediterranean,Cheep,Atwood,2:51 PM,5,true
969,Y-find,Thai,Expensive,Shelley,10:05 AM,3,false
970,Redhold,French,Expensive,Sutteridge,10:42 PM,5,false
971,Stringtough,Mediterranean,Cheep,Esker,10:47 AM,2,true
972,Konklux,French,Medium,Sauthoff,7:27 PM,4,true
973,Holdlamis,American,Medium,Kinsman,2:49 PM,4,true
974,Fintone,Korean,Medium,Ohio,7:45 PM,4,false
975,Overhold,Vegan,Expensive,Meadow Vale,5:01 PM,1,false
976,Veribet,Japanese,Expensive,Esch,7:40 AM,1,true
977,Aerified,Mediterranean,Cheep,Briar Crest,5:04 PM,4,false
978,Lotstring,Japanese,Medium,Blaine,12:25 PM,4,true
979,Fix San,Mexican,Cheep,Spohn,7:38 PM,1,false
980,Domainer,Mexican,Expensive,Almo,11:56 AM,5,false
981,Asoka,Mediterranean,Expensive,Fieldstone,6:52 AM,3,false
982,Bytecard,Japanese,Expensive,Longview,4:27 AM,3,false
983,Domainer,French,Medium,Schiller,6:07 AM,5,true
984,Stringtough,American,Expensive,Mariners Cove,1:29 PM,4,true
985,Bamity,Vegan,Cheep,Saint Paul,11:18 AM,1,true
986,Biodex,Japanese,Cheep,Walton,3:19 AM,5,true
987,Namfix,Korean,Expensive,Hanover,7:33 AM,3,true
988,Tres-Zap,Chinese,Cheep,Messerschmidt,10:51 AM,3,false
989,Keylex,Japanese,Medium,Duke,12:28 AM,5,false
990,Wrapsafe,Vegan,Cheep,Truax,5:00 PM,5,false
991,Zoolab,French,Cheep,Clyde Gallagher,6:28 AM,2,true
992,Alphazap,Mediterranean,Cheep,Drewry,3:12 AM,1,false
993,Y-find,Mexican,Expensive,Oakridge,6:22 PM,1,true
994,Ventosanzap,Mediterranean,Medium,Myrtle,9:36 PM,1,false
995,Home Ing,Italian,Medium,Pine View,5:02 AM,1,true
996,Bytecard,Mexican,Cheep,Kingsford,9:47 PM,4,true
997,Prodder,Vegan,Cheep,Montana,12:57 PM,5,false
998,Flowdesk,Japanese,Medium,Gina,1:32 AM,2,true
999,Biodex,American,Expensive,Bonner,10:10 AM,3,true
1000,Fix San,Thai,Medium,Kedzie,12:34 AM,1,true
